node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
AT3G07690,LAG13,619918,609189,3702.AT3G07690.1,3702.AT1G13580.3,0,0,0,0,0,0,0,0.442,0.442
LEP,BIM1,630011,629479,3702.AT5G13910.1,3702.AT5G08130.5,0,0,0,0,0,0,0,0.442,0.442
MK,AT3G29430,631348,622283,3702.AT5G27450.2,3702.AT3G29430.1,0.188,0,0,0,0.059,0,0,0.328,0.442
HISN5B,ICS2,625968,609739,3702.AT4G14910.2,3702.AT1G18870.1,0.19,0,0,0,0.134,0,0,0.269,0.442
AT5G19760,AT2G34590,630633,617711,3702.AT5G19760.1,3702.AT2G34590.1,0,0,0,0,0.086,0,0,0.415,0.442
KASI,LPLAT1,632736,609090,3702.AT5G46290.3,3702.AT1G12640.1,0,0,0,0,0,0,0,0.442,0.442
LYC,LP1,620139,618136,3702.AT3G10230.1,3702.AT2G38540.1,0,0,0,0,0,0,0,0.442,0.442
DGK2,IPK2a,634617,629399,3702.AT5G63770.1,3702.AT5G07370.4,0,0,0,0,0.042,0,0,0.442,0.442
ACLB-1,AT3G04970,619807,619611,3702.AT3G06650.1,3702.AT3G04970.1,0,0,0,0,0,0,0,0.442,0.442
AT3G18620,ACLB-1,621085,619807,3702.AT3G18620.1,3702.AT3G06650.1,0,0,0,0,0,0,0,0.442,0.442
LYC,LTP2,620139,618135,3702.AT3G10230.1,3702.AT2G38530.1,0,0,0,0,0,0,0,0.442,0.442
PI-4KBETA2,PDK1,629570,629103,3702.AT5G09350.1,3702.AT5G04510.1,0,0,0,0,0.094,0.275,0,0.22,0.442
ACLB-2,AT3G18620,633084,621085,3702.AT5G49460.1,3702.AT3G18620.1,0,0,0,0,0,0,0,0.442,0.442
PDS3,AT2G18620,625872,616016,3702.AT4G14210.1,3702.AT2G18620.1,0,0,0,0,0.047,0,0,0.438,0.442
MYB33,GAI,629269,609337,3702.AT5G06100.2,3702.AT1G14920.1,0,0,0,0,0,0,0,0.442,0.442
PLDALPHA1,GAPC1,620769,619515,3702.AT3G15730.1,3702.AT3G04120.1,0.058,0,0,0,0.087,0.07,0,0.385,0.442
DGL1,AT4G35530,634940,628240,3702.AT5G66680.1,3702.AT4G35530.1,0,0,0,0,0,0,0,0.442,0.442
HDS,BIO1,634285,633967,3702.AT5G60600.1,3702.AT5G57590.1,0.047,0,0,0,0,0,0,0.439,0.442
PDS3,AT3G20160,625872,621252,3702.AT4G14210.1,3702.AT3G20160.1,0,0,0,0,0.047,0,0,0.438,0.442
LAG1,AT3G07690,621833,619918,3702.AT3G25540.1,3702.AT3G07690.1,0,0,0,0,0,0,0,0.442,0.442
LAG1,GPDHC1,621833,618469,3702.AT3G25540.1,3702.AT2G41540.2,0,0,0,0,0,0,0,0.442,0.442
LOH2,GLY1,621154,618369,3702.AT3G19260.1,3702.AT2G40690.1,0,0,0,0,0,0,0,0.442,0.442
PEPC1,BSU1,609624,608101,3702.AT1G17710.1,3702.AT1G03445.1,0,0,0,0,0,0,0,0.442,0.442
GPDHp,LAG1,632097,621833,3702.AT5G40610.1,3702.AT3G25540.1,0,0,0,0,0,0,0,0.442,0.442
ACP4,AAPT1,627096,609187,3702.AT4G25050.2,3702.AT1G13560.1,0,0,0,0,0,0,0,0.442,0.442
BRS1,BSU1,627702,608101,3702.AT4G30610.1,3702.AT1G03445.1,0,0,0,0,0,0.048,0,0.438,0.442
FAR4,MFP2,622582,619828,3702.AT3G44540.1,3702.AT3G06860.1,0,0,0,0,0,0,0,0.442,0.442
CYP86A2,TAG1,624647,616101,3702.AT4G00360.1,3702.AT2G19450.1,0,0,0,0,0.048,0,0,0.438,0.442
AT3G15290,GLDP2,620714,616802,3702.AT3G15290.1,3702.AT2G26080.1,0,0,0,0,0,0,0,0.442,0.442
IPK2BETA,VTC4,634408,619377,3702.AT5G61760.1,3702.AT3G02870.1,0,0,0,0,0,0,0,0.442,0.442
IPK2a,VTC4,629399,619377,3702.AT5G07370.4,3702.AT3G02870.1,0,0,0,0,0,0,0,0.442,0.442
AT3G60060,DGAT2,624220,623328,3702.AT3G60060.1,3702.AT3G51520.1,0,0,0,0,0,0,0,0.442,0.442
IPK2BETA,DGK3,634408,616028,3702.AT5G61760.1,3702.AT2G18730.1,0,0,0,0,0.042,0,0,0.442,0.442
IPK2BETA,IMPL2,634408,628618,3702.AT5G61760.1,3702.AT4G39120.1,0,0,0,0,0,0,0,0.442,0.442
PI-4KBETA2,AT3G10540,629570,620174,3702.AT5G09350.1,3702.AT3G10540.1,0,0,0,0,0.094,0.275,0,0.22,0.442
IPK2BETA,DGK7,634408,627675,3702.AT5G61760.1,3702.AT4G30340.1,0,0,0,0,0.042,0,0,0.442,0.442
GPDHC1,LAG13,618469,609189,3702.AT2G41540.2,3702.AT1G13580.3,0,0,0,0,0,0,0,0.442,0.442
LOH2,GPDHC1,621154,618469,3702.AT3G19260.1,3702.AT2G41540.2,0,0,0,0,0,0,0,0.442,0.442
At4g34190,LHCA2,628096,624372,3702.AT4G34190.1,3702.AT3G61470.1,0,0,0,0,0.442,0,0,0,0.442
PDS3,AT3G29430,625872,622283,3702.AT4G14210.1,3702.AT3G29430.1,0,0,0,0,0.047,0,0,0.438,0.442
ACX1,FAD5,626194,620781,3702.AT4G16760.1,3702.AT3G15850.1,0,0,0,0,0,0,0,0.442,0.442
GPDHp,LOH2,632097,621154,3702.AT5G40610.1,3702.AT3G19260.1,0,0,0,0,0,0,0,0.442,0.442
GLY1,LAG13,618369,609189,3702.AT2G40690.1,3702.AT1G13580.3,0,0,0,0,0,0,0,0.442,0.442
GPDHp,LAG13,632097,609189,3702.AT5G40610.1,3702.AT1G13580.3,0,0,0,0,0,0,0,0.442,0.442
AT4G24160,FAD2,627000,620348,3702.AT4G24160.1,3702.AT3G12120.1,0,0,0,0,0,0,0,0.442,0.442
AT5G17380,AT5G09300,630374,629565,3702.AT5G17380.1,3702.AT5G09300.1,0,0,0,0,0.196,0,0,0.335,0.442
IPK2a,DGK3,629399,616028,3702.AT5G07370.4,3702.AT2G18730.1,0,0,0,0,0.042,0,0,0.442,0.442
AT5G66450,cPT6,634913,634097,3702.AT5G66450.1,3702.AT5G58782.1,0,0,0,0,0.15,0,0,0.371,0.442
ACLB-2,AT3G04970,633084,619611,3702.AT5G49460.1,3702.AT3G04970.1,0,0,0,0,0,0,0,0.442,0.442
LAG1,GLY1,621833,618369,3702.AT3G25540.1,3702.AT2G40690.1,0,0,0,0,0,0,0,0.442,0.442
AT5G17380,AT1G21400,630374,609997,3702.AT5G17380.1,3702.AT1G21400.1,0,0,0,0,0.196,0,0,0.335,0.442
G6PD2,PIS2,629930,628564,3702.AT5G13110.1,3702.AT4G38570.1,0,0,0,0,0,0,0,0.441,0.441
DGAT2,AAE16,623328,621656,3702.AT3G51520.1,3702.AT3G23790.1,0,0,0,0,0.048,0,0,0.437,0.441
PIS2,G6PD3,628564,610306,3702.AT4G38570.1,3702.AT1G24280.1,0,0,0,0,0,0,0,0.441,0.441
G6PD6,PIS2,632113,628564,3702.AT5G40760.1,3702.AT4G38570.1,0,0,0,0,0,0,0,0.441,0.441
KASI,AT3G44830,632736,622619,3702.AT5G46290.3,3702.AT3G44830.1,0,0,0,0,0.045,0,0,0.439,0.441
AT3G61030,TTL3,624319,618575,3702.AT3G61030.1,3702.AT2G42580.1,0.173,0,0,0,0.047,0.324,0,0.075,0.441
G6PD1,PIS2,631620,628564,3702.AT5G35790.1,3702.AT4G38570.1,0,0,0,0,0,0,0,0.441,0.441
ALA2,GSK1,632506,608413,3702.AT5G44240.1,3702.AT1G06390.1,0,0,0,0,0.049,0.049,0,0.432,0.441
ATG8B,PIP5K1,625069,610062,3702.AT4G04620.1,3702.AT1G21980.1,0,0,0,0,0.081,0.045,0,0.415,0.441
ELF6,ARFA1F,629075,608870,3702.AT5G04240.1,3702.AT1G10630.1,0,0,0,0,0.21,0.322,0,0,0.441
OLEO1,LEC1,627104,610060,3702.AT4G25140.1,3702.AT1G21970.1,0,0,0,0,0.045,0,0,0.439,0.441
BR6OX1,CYP51G1,631926,608984,3702.AT5G38970.1,3702.AT1G11680.1,0,0,0.319,0.578,0.133,0.048,0,0.633,0.441
BKI1,ROT3,632333,628330,3702.AT5G42750.1,3702.AT4G36380.1,0,0,0,0,0,0,0,0.441,0.441
BARS1,HMG2,626023,615884,3702.AT4G15370.1,3702.AT2G17370.1,0.059,0,0,0,0.187,0,0,0.329,0.441
IPP2,COQ3,619368,617302,3702.AT3G02780.1,3702.AT2G30920.1,0.07,0,0,0,0,0,0,0.424,0.441
FAD2,KCS2,620348,608177,3702.AT3G12120.1,3702.AT1G04220.1,0,0,0,0,0.076,0,0,0.42,0.441
DXPS3,FPS2,629787,626239,3702.AT5G11380.1,3702.AT4G17190.1,0.102,0,0,0,0.048,0,0,0.399,0.441
PLP4,FAR2,628403,620333,3702.AT4G37050.1,3702.AT3G11980.1,0,0,0,0,0.045,0,0,0.439,0.441
CYP94C1,OPR3,616972,615372,3702.AT2G27690.1,3702.AT2G06050.2,0,0,0,0,0.392,0,0,0.119,0.441
PIS2,G6PD5,628564,622041,3702.AT4G38570.1,3702.AT3G27300.2,0,0,0,0,0,0,0,0.441,0.441
FAAH,ACD5,634690,633283,3702.AT5G64440.1,3702.AT5G51290.1,0.172,0,0,0,0,0,0,0.353,0.441
KASI,CCT2,632736,625997,3702.AT5G46290.3,3702.AT4G15130.1,0,0,0,0,0,0,0,0.441,0.441
VPS15,ATG18C,627571,618385,3702.AT4G29380.1,3702.AT2G40810.1,0,0,0,0,0,0,0,0.441,0.441
AT3G60950,TTL3,624310,618575,3702.AT3G60950.1,3702.AT2G42580.1,0.173,0,0,0,0.047,0.324,0,0.075,0.441
TIP1,AT4G22750,630696,626847,3702.AT5G20350.1,3702.AT4G22750.2,0,0,0,0.609,0.187,0,0,0.807,0.441
FK,DET2,623480,618084,3702.AT3G52940.1,3702.AT2G38050.1,0,0,0,0,0,0,0,0.441,0.441
ATPMEPCRB,AT3G61270,624871,624351,3702.AT4G02330.1,3702.AT3G61270.1,0,0,0,0,0,0,0,0.441,0.441
PLDP1,LCBK2,620882,618944,3702.AT3G16785.1,3702.AT2G46090.1,0,0,0,0,0.043,0,0,0.44,0.441
LUT2,G6PD1,633905,631620,3702.AT5G57030.1,3702.AT5G35790.1,0,0,0,0,0.441,0,0,0,0.441
AT5G46900,AT1G14960,632803,609341,3702.AT5G46900.1,3702.AT1G14960.1,0,0,0,0,0.441,0,0,0,0.441
AAE15,DGAT2,625851,623328,3702.AT4G14070.1,3702.AT3G51520.1,0,0,0,0,0.048,0,0,0.437,0.441
PSY,AT3G49200,630357,623075,3702.AT5G17230.3,3702.AT3G49200.1,0,0,0,0,0,0,0,0.44,0.44
AT5G46630,AT2G01920,632771,615014,3702.AT5G46630.2,3702.AT2G01920.1,0,0,0,0,0.048,0.192,0,0.331,0.44
PAH2,OLEO2,632349,632077,3702.AT5G42870.1,3702.AT5G40420.1,0,0,0,0,0,0,0,0.44,0.44
ACBP5,LACS6,631365,619730,3702.AT5G27630.1,3702.AT3G05970.1,0,0,0,0,0.044,0.045,0,0.436,0.44
CYP710A1,HMG2,617701,615884,3702.AT2G34500.1,3702.AT2G17370.1,0,0,0,0,0.048,0,0,0.436,0.44
BIO1,CDPMEK,633967,616889,3702.AT5G57590.1,3702.AT2G26930.1,0,0,0,0,0,0,0,0.44,0.44
EXO,IBH1,625310,618625,3702.AT4G08950.1,3702.AT2G43060.1,0,0,0,0,0,0,0,0.44,0.44
MYB33,ABI5,629269,617890,3702.AT5G06100.2,3702.AT2G36270.1,0,0,0,0,0,0,0,0.44,0.44
ERA1,PRT6,632061,628866,3702.AT5G40280.1,3702.AT5G02310.1,0,0,0,0,0,0,0,0.44,0.44
ACBP5,LACS7,631365,631361,3702.AT5G27630.1,3702.AT5G27600.1,0,0,0,0,0.044,0.045,0,0.436,0.44
FOP1,PSY,633507,630357,3702.AT5G53390.1,3702.AT5G17230.3,0,0,0,0,0,0,0,0.44,0.44
AT5G46630,AT5G10410,632771,629687,3702.AT5G46630.2,3702.AT5G10410.1,0,0,0,0,0.048,0.192,0,0.331,0.44
WRI1,RTNLB19,623629,616819,3702.AT3G54320.1,3702.AT2G26260.1,0,0,0,0,0,0,0,0.44,0.44
COI1,CLH1,618284,609820,3702.AT2G39940.1,3702.AT1G19670.1,0,0,0,0,0,0,0,0.44,0.44
FP3,RGTA2,634592,632228,3702.AT5G63530.1,3702.AT5G41820.1,0,0,0,0,0,0,0,0.44,0.44
AT5G46630,AT4G40080,632771,628725,3702.AT5G46630.2,3702.AT4G40080.1,0,0,0,0,0.048,0.192,0,0.331,0.44
AT5G46630,AT1G25240,632771,610371,3702.AT5G46630.2,3702.AT1G25240.1,0,0,0,0,0.048,0.192,0,0.331,0.44
AT5G46630,AT1G14686,632771,609310,3702.AT5G46630.2,3702.AT1G14686.1,0,0,0,0,0.048,0.192,0,0.331,0.44
AT5G65370,AT5G46630,634794,632771,3702.AT5G65370.1,3702.AT5G46630.2,0,0,0,0,0.048,0.192,0,0.331,0.44
AT5G46630,AT2G25430,632771,616733,3702.AT5G46630.2,3702.AT2G25430.1,0,0,0,0,0.048,0.192,0,0.331,0.44
AT5G42740,FK,632332,623480,3702.AT5G42740.1,3702.AT3G52940.1,0,0,0,0,0.056,0,0,0.432,0.44
COX10,LpxC1,618783,610347,3702.AT2G44520.1,3702.AT1G24793.1,0,0,0,0,0,0,0,0.44,0.44
ERA1,REF6,632061,622996,3702.AT5G40280.1,3702.AT3G48430.1,0,0,0,0,0,0,0,0.44,0.44
PSY,AT3G49190,630357,623074,3702.AT5G17230.3,3702.AT3G49190.1,0,0,0,0,0,0,0,0.44,0.44
TSC10B,ACBP3,630572,627009,3702.AT5G19200.1,3702.AT4G24230.6,0,0,0,0,0,0,0,0.44,0.44
AT2G30550,JMT,617264,609817,3702.AT2G30550.2,3702.AT1G19640.1,0,0,0,0,0.059,0,0,0.43,0.44
AT5G46630,AT4G02650,632771,624908,3702.AT5G46630.2,3702.AT4G02650.1,0,0,0,0,0.048,0.192,0,0.331,0.44
ABI1,PLDP1,627210,620882,3702.AT4G26080.1,3702.AT3G16785.1,0,0,0,0,0,0,0,0.44,0.44
PLC4,ATSAC1,634088,610125,3702.AT5G58700.1,3702.AT1G22620.1,0,0,0,0,0,0,0,0.44,0.44
AT4G09760,FAD2,625387,620348,3702.AT4G09760.1,3702.AT3G12120.1,0,0,0,0,0,0,0,0.44,0.44
RHD4,PVA12,623322,618848,3702.AT3G51460.1,3702.AT2G45140.1,0,0,0,0,0,0.156,0,0.364,0.44
VTE1,AT2G35490,627941,617804,3702.AT4G32770.1,3702.AT2G35490.1,0,0,0.395,0,0.113,0,0,0,0.44
BIM1,DWF4,629479,623232,3702.AT5G08130.5,3702.AT3G50660.1,0,0,0,0,0,0,0,0.44,0.44
A7,AT4G08670,627460,625280,3702.AT4G28395.1,3702.AT4G08670.1,0,0,0,0,0.44,0,0,0,0.44
KCS20,FAR4,632455,622582,3702.AT5G43760.1,3702.AT3G44540.1,0,0,0,0,0,0,0,0.44,0.44
AT3G11280,POL,620256,619038,3702.AT3G11280.2,3702.AT2G46920.1,0,0,0,0,0,0.042,0,0.44,0.44
SFC,ATSAC1,629950,610125,3702.AT5G13300.1,3702.AT1G22620.1,0,0,0,0,0,0.084,0,0.414,0.44
AT4G13840,CER10,625824,623738,3702.AT4G13840.1,3702.AT3G55360.1,0,0,0,0,0,0,0,0.44,0.44
AT5G09820,PPT1,629623,626946,3702.AT5G09820.2,3702.AT4G23660.3,0,0,0,0,0,0,0,0.44,0.44
AT3G23480,LACS8,621621,615245,3702.AT3G23480.2,3702.AT2G04350.1,0,0,0,0,0,0,0,0.44,0.44
LUT2,At4g34190,633905,628096,3702.AT5G57030.1,3702.AT4G34190.1,0,0,0,0,0.44,0,0,0,0.44
PSY,AT3G49210,630357,623076,3702.AT5G17230.3,3702.AT3G49210.1,0,0,0,0,0,0,0,0.44,0.44
ATSAC1B,PVA12,634866,618848,3702.AT5G66020.1,3702.AT2G45140.1,0,0,0,0,0,0.156,0,0.364,0.44
GS1,PGI1,633950,627050,3702.AT5G57440.1,3702.AT4G24620.1,0.187,0,0,0,0,0,0,0.339,0.44
ACBP1,PLDDELTA,633516,628272,3702.AT5G53470.1,3702.AT4G35790.1,0,0,0,0,0.043,0,0,0.439,0.44
MK,CLS,631348,625096,3702.AT5G27450.2,3702.AT4G04870.1,0,0,0,0,0,0,0,0.439,0.439
AT5G45950,AT4G28780,632699,627507,3702.AT5G45950.1,3702.AT4G28780.1,0,0,0,0.84,0.439,0,0,0,0.439
EBS3,AT1G14910,609538,609336,3702.AT1G16900.1,3702.AT1G14910.1,0,0,0,0,0,0,0,0.439,0.439
MYBR1,JAZ1,635007,609771,3702.AT5G67300.1,3702.AT1G19180.1,0,0,0,0,0.399,0,0,0.105,0.439
SEC14,PIP5K3,628624,616836,3702.AT4G39180.1,3702.AT2G26420.1,0,0,0,0,0,0,0,0.439,0.439
RGTA2,ATSTE14B,632228,629503,3702.AT5G41820.1,3702.AT5G08335.1,0,0,0,0,0,0,0,0.439,0.439
AT5G59470,AT5G07630,634169,629428,3702.AT5G59470.1,3702.AT5G07630.1,0,0,0,0,0,0,0,0.439,0.439
FPS1,CDPMEK,632897,616889,3702.AT5G47770.1,3702.AT2G26930.1,0.187,0,0,0,0.08,0,0,0.31,0.439
ACBP2,LACS6,627392,619730,3702.AT4G27780.1,3702.AT3G05970.1,0,0,0,0,0.044,0,0,0.437,0.439
AT5G57200,KCS15,633925,623400,3702.AT5G57200.1,3702.AT3G52160.1,0,0,0,0,0,0,0,0.439,0.439
PIS2,FK,628564,623480,3702.AT4G38570.1,3702.AT3G52940.1,0,0,0,0,0,0,0,0.439,0.439
BR6OX2,ST4A,622318,615673,3702.AT3G30180.1,3702.AT2G14920.1,0,0,0,0,0,0,0,0.439,0.439
mtACP3,LpxA,632882,627586,3702.AT5G47630.2,3702.AT4G29540.2,0.19,0,0,0,0,0,0,0.336,0.439
HERK1,AIF1,622771,619710,3702.AT3G46290.1,3702.AT3G05800.1,0,0,0,0,0,0,0,0.439,0.439
MK,PGPS2,631348,623704,3702.AT5G27450.2,3702.AT3G55030.1,0,0,0,0,0,0,0,0.439,0.439
AT5G59500,RGTA2,634172,632228,3702.AT5G59500.1,3702.AT5G41820.1,0,0,0,0,0,0,0,0.439,0.439
TSC10B,AT5G12420,630572,629897,3702.AT5G19200.1,3702.AT5G12420.1,0,0,0,0,0,0,0,0.439,0.439
PAS1,AS1,623597,618041,3702.AT3G54010.1,3702.AT2G37630.1,0,0,0,0,0.044,0,0,0.438,0.439
PAS1,KCS5,623597,610395,3702.AT3G54010.1,3702.AT1G25450.1,0,0,0,0,0,0,0,0.439,0.439
MS1,MGD2,630819,630702,3702.AT5G22260.1,3702.AT5G20410.1,0,0,0,0,0,0,0,0.439,0.439
AAE5,AT1G01630,630266,607908,3702.AT5G16370.1,3702.AT1G01630.1,0,0,0,0,0,0,0,0.439,0.439
STE14A,AT1G10095,630934,608812,3702.AT5G23320.1,3702.AT1G10095.1,0,0,0,0,0,0,0,0.439,0.439
AT4G24160,LPP1,627000,614935,3702.AT4G24160.1,3702.AT2G01180.1,0.047,0,0,0,0.422,0,0,0.064,0.439
AT4G25940,KCS15,627194,623400,3702.AT4G25940.1,3702.AT3G52160.1,0,0,0,0,0,0,0,0.439,0.439
GAMT1,GA3OX1,627244,609403,3702.AT4G26420.1,3702.AT1G15550.1,0,0,0,0,0,0,0,0.439,0.439
SPT1,AtIPCS2,623031,618072,3702.AT3G48780.1,3702.AT2G37940.1,0,0,0,0,0.137,0,0,0.376,0.439
ACP5,LpxA,631321,627586,3702.AT5G27200.1,3702.AT4G29540.2,0.19,0,0,0,0,0,0,0.336,0.439
ATSTE14B,AT1G10095,629503,608812,3702.AT5G08335.1,3702.AT1G10095.1,0,0,0,0,0,0,0,0.439,0.439
AT5G55070,AT5G42740,633693,632332,3702.AT5G55070.1,3702.AT5G42740.1,0.069,0,0,0,0.134,0,0,0.36,0.439
At4g34190,AT2G42130,628096,618530,3702.AT4G34190.1,3702.AT2G42130.4,0,0,0,0,0.439,0,0,0,0.439
ATS2,ATSTE24,627699,624754,3702.AT4G30580.1,3702.AT4G01320.1,0,0,0,0,0.043,0,0,0.438,0.439
ABI1,PLDP2,627210,619687,3702.AT4G26080.1,3702.AT3G05630.1,0,0,0,0,0,0,0,0.439,0.439
LpxA,MTACP-1,627586,618796,3702.AT4G29540.2,3702.AT2G44620.1,0.19,0,0,0,0,0,0,0.336,0.439
KCS15,AT1G14910,623400,609336,3702.AT3G52160.1,3702.AT1G14910.1,0,0,0,0,0,0,0,0.439,0.439
AT5G07630,AT4G07390,629428,625199,3702.AT5G07630.1,3702.AT4G07390.1,0,0,0,0,0,0,0,0.439,0.439
AtIPCS2,GPA1,618072,616824,3702.AT2G37940.1,3702.AT2G26300.1,0,0,0,0,0.054,0,0,0.432,0.439
MS1,MGDC,630819,615535,3702.AT5G22260.1,3702.AT2G11810.1,0,0,0,0,0,0,0,0.439,0.439
AT5G16340,AT1G01630,630263,607908,3702.AT5G16340.1,3702.AT1G01630.1,0,0,0,0,0,0,0,0.439,0.439
MK,AT3G14530,631348,620635,3702.AT5G27450.2,3702.AT3G14530.1,0.188,0,0,0,0.081,0,0,0.308,0.439
PSY,HERK1,630357,622771,3702.AT5G17230.3,3702.AT3G46290.1,0,0,0,0,0,0,0,0.439,0.439
RGTA2,STE14A,632228,630934,3702.AT5G41820.1,3702.AT5G23320.1,0,0,0,0,0,0,0,0.439,0.439
AT2G46910,AT1G24360,619036,610314,3702.AT2G46910.1,3702.AT1G24360.1,0,0,0,0,0,0,0,0.439,0.439
PSD1,TAG1,626187,616101,3702.AT4G16700.1,3702.AT2G19450.1,0,0,0,0,0,0,0,0.439,0.439
ORG1,CYCD3;1,633513,628093,3702.AT5G53450.1,3702.AT4G34160.1,0,0,0,0,0,0.313,0,0.217,0.439
KCS16,LPLAT1,628103,609090,3702.AT4G34250.1,3702.AT1G12640.1,0,0,0,0,0,0,0,0.439,0.439
LpxA,ACP4,627586,627096,3702.AT4G29540.2,3702.AT4G25050.2,0.19,0,0,0,0,0,0,0.336,0.439
ZDS,D27,619598,608059,3702.AT3G04870.2,3702.AT1G03055.1,0,0,0,0,0.129,0,0,0.382,0.439
SHI,DRNL,634903,610338,3702.AT5G66350.1,3702.AT1G24590.1,0,0,0,0,0,0,0,0.439,0.439
AT5G59500,AT1G10095,634172,608812,3702.AT5G59500.1,3702.AT1G10095.1,0,0,0,0,0,0,0,0.439,0.439
KASI,AT4G16155,632736,626122,3702.AT5G46290.3,3702.AT4G16155.1,0,0,0,0,0.372,0,0,0.144,0.439
BI1,SPT1,632828,623031,3702.AT5G47120.1,3702.AT3G48780.1,0,0,0,0,0,0,0,0.439,0.439
AT4G34310,AT4G09760,628111,625387,3702.AT4G34310.1,3702.AT4G09760.1,0,0,0,0,0,0,0,0.439,0.439
HSD5,LPAT2,625416,623977,3702.AT4G10020.1,3702.AT3G57650.1,0.046,0,0,0,0,0.045,0,0.434,0.439
CYP90D1,CYP51G1,620539,608984,3702.AT3G13730.1,3702.AT1G11680.1,0,0,0.327,0.555,0.133,0.048,0,0.579,0.439
AT5G35200,KCS15,631559,623400,3702.AT5G35200.1,3702.AT3G52160.1,0,0,0,0,0,0,0,0.439,0.439
PEX13,PKT3,619903,617552,3702.AT3G07560.1,3702.AT2G33150.1,0,0,0,0,0,0,0,0.439,0.439
LTP4,AT5G14450,634153,630068,3702.AT5G59310.1,3702.AT5G14450.1,0,0,0,0,0,0,0,0.439,0.439
LPPgamma,LTP2,628945,618135,3702.AT5G03080.1,3702.AT2G38530.1,0,0,0,0,0,0,0,0.439,0.439
AT3G20160,CDPMEK,621252,616889,3702.AT3G20160.1,3702.AT2G26930.1,0.187,0,0,0,0.133,0,0,0.268,0.438
OLEO4,AT1G22100,622084,610077,3702.AT3G27660.1,3702.AT1G22100.1,0,0,0,0,0,0,0,0.438,0.438
G6PD1,LHCB5,631620,625451,3702.AT5G35790.1,3702.AT4G10340.1,0,0,0,0,0.431,0,0,0.054,0.438
WSD1,AT3G23840,631748,621662,3702.AT5G37300.1,3702.AT3G23840.1,0,0,0,0,0.054,0,0,0.431,0.438
IP5PII,PLDP1,626332,620882,3702.AT4G18010.1,3702.AT3G16785.1,0,0,0,0,0,0,0,0.438,0.438
AIM1,LACS8,627528,615245,3702.AT4G29010.1,3702.AT2G04350.1,0.072,0,0,0,0.112,0,0,0.372,0.438
IPK1,OLEO2,632342,632077,3702.AT5G42810.1,3702.AT5G40420.1,0,0,0,0,0,0,0,0.438,0.438
GAPC1,ATARCA,619515,609661,3702.AT3G04120.1,3702.AT1G18080.1,0,0,0,0,0.262,0,0,0.269,0.438
AT5G58660,GAI,634084,609337,3702.AT5G58660.1,3702.AT1G14920.1,0,0,0,0,0,0,0,0.438,0.438
IPK1,AT3G01570,632342,619238,3702.AT5G42810.1,3702.AT3G01570.1,0,0,0,0,0,0,0,0.438,0.438
CAC1,ROD1,630268,620778,3702.AT5G16390.1,3702.AT3G15820.1,0,0,0,0,0,0,0,0.438,0.438
AT3G29430,CDPMEK,622283,616889,3702.AT3G29430.1,3702.AT2G26930.1,0.187,0,0,0,0.133,0,0,0.268,0.438
VTE1,NCED4,627941,626469,3702.AT4G32770.1,3702.AT4G19170.1,0,0,0,0,0.115,0,0,0.392,0.438
CDPMEK,GGPS4,616889,616018,3702.AT2G26930.1,3702.AT2G18640.1,0.187,0,0,0,0.133,0,0,0.268,0.438
FAD6,AAPT1,627740,609187,3702.AT4G30950.1,3702.AT1G13560.1,0,0,0,0,0,0,0,0.438,0.438
AT4G19860,AT1G24360,626535,610314,3702.AT4G19860.1,3702.AT1G24360.1,0,0,0,0,0,0,0,0.438,0.438
DXPS1,AT2G19940,621399,616151,3702.AT3G21500.2,3702.AT2G19940.2,0.055,0,0,0,0,0,0,0.43,0.438
OLEO2,AT1G22100,632077,610077,3702.AT5G40420.1,3702.AT1G22100.1,0,0,0,0,0,0,0,0.438,0.438
AT2G04540,SOT12,615265,615187,3702.AT2G04540.1,3702.AT2G03760.1,0,0,0,0,0,0,0,0.438,0.438
DXPS3,AT2G19940,629787,616151,3702.AT5G11380.1,3702.AT2G19940.2,0.055,0,0,0,0,0,0,0.43,0.438
CBR,AT-HF,630414,627298,3702.AT5G17770.1,3702.AT4G26900.1,0,0,0,0,0,0,0,0.438,0.438
AT5G48220,AT5G17380,632944,630374,3702.AT5G48220.1,3702.AT5G17380.1,0.19,0,0,0,0,0,0,0.335,0.438
ROF1,COI1,621811,618284,3702.AT3G25230.2,3702.AT2G39940.1,0,0,0,0,0,0,0,0.438,0.438
DET2,DOGT1,618084,617948,3702.AT2G38050.1,3702.AT2G36800.1,0,0,0,0,0,0,0,0.438,0.438
AT5G58660,RGL3,634084,630385,3702.AT5G58660.1,3702.AT5G17490.1,0,0,0,0,0,0,0,0.438,0.438
G6PD1,LHCA2,631620,624372,3702.AT5G35790.1,3702.AT3G61470.1,0,0,0,0,0.438,0,0,0,0.438
HDR,NCED4,628115,626469,3702.AT4G34350.1,3702.AT4G19170.1,0,0,0,0,0.138,0,0,0.375,0.438
FAAH,FAD7,634690,620246,3702.AT5G64440.1,3702.AT3G11170.1,0,0,0,0,0.043,0,0,0.437,0.438
AT3G01570,AT1G22100,619238,610077,3702.AT3G01570.1,3702.AT1G22100.1,0,0,0,0,0,0,0,0.438,0.438
