A0A068FL09	AT2G46480.1
Q8VYI9	AT5G64080.2
Q8VYJ1	AT1G30520.1
Q8VYJ1	AT1G30520.2
Q8VYJ1	AT1G30520.3
Q8VYJ1	AT1G30520.4
Q8VYK7	AT4G16520.1
Q8VYK7	AT4G16520.2
Q8VYK7	AT4G16520.3
Q8VYL3	AT1G62290.1
Q8VYL3	AT1G62290.2
Q8VYL3	AT1G62290.3
Q8VYL3	AT1G62290.4
Q8VYL3	AT1G62290.5
Q8VYL3	AT1G62290.6
Q8VYP5	AT3G60800.1
Q8VYP9	AT1G26120.1
Q8VYR6	AT5G41120.1
Q8VYR6	AT5G41120.2
Q8VYR6	AT5G41120.3
Q8VYS8	AT5G50020.1
Q8VYS8	AT5G50020.2
Q8VYS8	AT5G50020.3
Q8VYS8	AT5G50020.2
Q8VYT2	AT4G25940.1
Q8VYY4	AT4G22840.1
Q8VZ08	AT3G24180.1
Q8VZ08	AT3G24180.2
Q8VZ56	AT4G25000.1
Q8VZ87	AT1G29910.1
Q8VZA5	AT5G03770.1
Q8VZA5	AT5G03770.2
Q8VZA5	AT5G03770.3
Q8VZB2	AT5G10480.1
Q8VZB2	AT5G10480.2
Q8VZB2	AT5G10480.3
Q8VZB3	AT1G63110.1
Q8VZB3	AT1G63110.2
Q8VZB3	AT1G63110.3
Q8VZF1	AT3G16910.1
Q8VZF6	AT5G45560.1
Q8VZF6	AT5G45560.2
Q8VZG1	AT2G18730.1
Q8VZJ0	AT1G08660.1
Q8VZJ0	AT1G08660.2
Q8VZJ0	AT1G08660.2
Q8VZJ0	AT1G08660.3
Q8VZP1	AT5G57440.1
Q8VZS0	AT5G27520.1
Q8VZV6	AT5G19290.1
Q8VZV6	AT5G19290.1
Q8W1S1	AT4G00550.1
Q8W1S1	AT4G00550.2
Q8W1W6	AT5G06100.1
Q8W1W6	AT5G06100.2
Q8W1W6	AT5G06100.3
Q8W1W6	AT5G06100.1
Q8W1W6	AT5G06100.4
Q8W1W6	AT5G06100.5
Q8W453	AT5G48485.1
Q8W471	AT4G14070.1
Q8W495	AT4G00500.1
Q8W495	AT4G00500.2
Q8W495	AT4G00500.1
Q8W495	AT4G00500.2
Q8W4B2	AT3G10572.1
Q8W4B2	AT3G10572.2
Q8W4B2	AT3G10572.3
Q8W4D7	AT3G07180.1
Q8W4D7	AT3G07180.2
Q8W4D7	AT3G07180.3
Q8W4F1	AT2G46910.1
Q8W4H8	AT1G54010.1
Q8W4L3	AT4G00710.1
Q8W4L3	AT4G00710.2
Q8W4R8	AT1G13640.1
Q8W4R8	AT1G13640.2
Q8W580	AT1G55840.1
Q8W580	AT1G55840.2
Q8W5R2	AT1G31480.1
Q93V47	AT3G22942.1
Q93V61	AT3G03310.1
Q93V72	AT1G69295.1
Q93V72	AT1G69295.2
Q93VJ4	AT4G36540.1
Q93VJ4	AT4G36540.2
Q93VK5	AT1G31800.1
Q93VV0	AT3G09320.1
Q93W03	AT3G56130.1
Q93W03	AT3G56130.3
Q93W03	AT3G56130.2
Q93W03	AT3G56130.4
Q93W03	AT3G56130.1
Q93W03	AT3G56130.4
Q93W03	AT3G56130.5
Q93W54	AT5G08335.1
Q93W54	AT5G08335.2
Q93W88	AT5G50915.1
Q93W88	AT5G50915.2
Q93W88	AT5G50915.3
Q93W88	AT5G50915.4
Q93WB3	AT1G58643.1
Q93WB3	AT1G58643.2
Q93WB3	AT1G58936.1
Q93WB3	AT1G59312.1
Q93WB3	AT1G59312.2
Q93WB5	AT1G14960.1
Q93WB5	AT1G14960.1
Q93WC8	AT3G04830.1
Q93WC8	AT3G04830.2
Q93WC8	AT3G04830.1
Q93WC9	AT3G63110.1
Q93WG3	AT1G08640.1
Q93X94	AT1G75930.1
Q93Y40	AT5G59420.1
Q93YN5	AT5G24810.1
Q93YN5	AT5G24810.2
Q93YN9	AT5G42810.1
Q93YP7	AT4G23660.1
Q93YP7	AT4G23660.2
Q93YP7	AT4G23660.3
Q93YP7	AT4G23660.4
Q93YP7	AT4G23660.5
Q93YR2	AT1G78560.1
Q93YV0	AT1G61120.1
Q93YW7	AT4G04870.1
Q93YW8	AT4G18970.1
Q93YW8	AT4G18970.2
Q93Z00	AT3G47620.1
Q93Z04	AT3G54920.1
Q93Z53	AT1G32440.1
Q93Z70	AT2G19940.1
Q93Z70	AT2G19940.2
Q93Z70	AT2G19940.1
Q93Z70	AT2G19940.2
Q93Z70	AT2G19940.3
Q93Z79	AT5G24910.1
Q93Z79	AT5G24910.2
Q93ZB2	AT5G25900.1
Q93ZB9	AT4G33790.1
Q93ZB9	AT4G33790.2
Q93ZC5	AT1G13280.1
Q93ZC9	AT3G01640.1
Q93ZC9	AT3G01640.2
Q93ZE9	AT2G21540.1
Q93ZE9	AT2G21540.2
Q93ZE9	AT2G21540.3
Q93ZE9	AT2G21540.4
Q93ZE9	AT2G21540.5
Q93ZE9	AT2G21540.6
Q93ZQ3	AT3G63200.1
Q93ZR6	AT5G37300.1
Q93ZR6	AT5G37300.2
Q93ZR6	AT5G37300.3
Q93ZR6	AT5G37300.4
Q93ZY3	AT5G19690.1
Q93ZY3	AT5G19690.2
Q940G6	AT5G27320.1
Q940V4	AT3G30180.1
Q940Y1	AT4G22540.1
Q940Y1	AT4G22540.3
Q940Y1	AT4G22540.2
Q940Y1	AT4G22540.4
Q940Y1	AT4G22540.5
Q940Y1	AT4G22540.6
Q941D3	AT5G19940.1
Q941D3	AT5G19940.2
Q941F1	AT1G06800.1
Q941F1	AT1G06800.2
Q941L2	AT3G61190.1
Q941L2	AT3G61190.2
Q944A7	AT4G35230.1
Q944C1	AT5G58700.1
Q944C1	AT5G58700.2
Q944C1	AT5G58700.3
Q944C2	AT5G58690.1
Q944C2	AT5G58690.2
Q944C2	AT5G58690.3
Q944H0	AT1G48600.1
Q944H0	AT1G48600.2
Q944H0	AT1G48600.1
Q944H0	AT1G48600.2
Q944K2	AT5G66680.1
Q944M2	AT4G14500.1
Q944M2	AT4G14500.2
Q948J9	AT4G31050.1
Q948R1	AT2G44810.1
Q948R1	AT2G44810.1
Q948R1	AT2G44810.2
Q948R1	AT2G44810
Q949N8	AT1G73920.1
Q949N8	AT1G73920.2
Q949Q0	AT2G40690.1
Q949Q0	AT2G40690.2
Q949Q0	AT2G40690.3
Q949U5	AT3G07140.1
Q949U5	AT3G07140.2
Q949U5	AT3G07140.1
Q949U5	AT3G07140.2
Q949X0	AT3G15850.1
Q949Y3	AT5G34850.1
Q94A27	AT3G14205.1
Q94A27	AT3G14205.2
Q94A34	AT4G36490.1
Q94AG2	AT1G71830.1
Q94AM5	AT1G73480.1
Q94AN4	AT1G16060.1
Q94AN4	AT1G16060.2
Q94AN4	AT1G16060.2
Q94AN4	AT1G16060.3
Q94AN4	AT1G16060.4
Q94AN4	AT1G16060.5
Q94AN4	AT1G16060.6
Q94AN4	AT1G16060.7
Q94AQ3	AT1G48750.1
Q94AQ3	AT1G48750.1
Q94AS5	AT5G15860.1
Q94AS5	AT5G15860.2
Q94AW8	AT3G44110.1
Q94AW8	AT3G44110.2
Q94B35	AT4G34350.1
Q94B38	AT1G61800.1
Q94B38	AT1G61800.2
Q94BP3	AT4G28570.1
Q94BP3	AT4G28570.2
Q94C26	AT3G22231.1
Q94C37	AT1G05230.1
Q94C37	AT1G05230.2
Q94C37	AT1G05230.3
Q94C37	AT1G05230.4
Q94C37	AT1G05230.10
Q94C37	AT1G05230.11
Q94C37	AT1G05230.12
Q94C37	AT1G05230.5
Q94C37	AT1G05230.6
Q94C37	AT1G05230.7
Q94C37	AT1G05230.8
Q94C37	AT1G05230.9
Q94C49	AT4G22750.1
Q94C59	AT1G30690.1
Q94C59	AT1G30690.2
Q94CD1	AT5G41040.1
Q94CD1	AT5G41040.2
Q94CD5	AT5G45900.1
Q94CH5	AT1G75920.1
Q94CH5	AT1G75920.2
Q94CH5	AT1G75920.3
Q94CH5	AT1G75920.4
Q94CH5	AT1G75920
Q94CH6	AT1G75900.1
Q94CH7	AT1G75890.1
Q94CH7	AT1G75890.2
Q94CH7	AT1G75890.3
Q94CH8	AT1G75880.1
Q94CH8	AT1G75880.2
Q94CK0	AT5G12420.1
Q94CK0	AT5G12420.2
Q94CK4	AT5G12380.1
Q94EI3	AT5G17550.1
Q94EI3	AT5G17550.2
Q94F00	AT1G31190.1
Q94F16	AT3G05510.1
Q94F16	AT3G05510.2
Q94F16	AT3G05510.1
Q94F26	AT4G10050.1
Q94F26	AT4G10050.2
Q94F40	AT1G28600.1
Q94F40	AT1G28600.2
Q94F40	AT1G28600.2
Q94FY7	AT4G32770.1
Q94HW4	AT1G59171.1
Q94HW4	AT1G59171.2
Q94HW4	AT1G59171.2
Q94IA6	AT3G13730.1
Q94IA6	AT3G13730.2
Q94IB8	AT4G36480.2
Q94IB8	AT4G36480.1
Q94IB8	AT4G36480.3
Q94IB9	AT4G22330.1
Q94ID1	AT3G23630.1
Q94ID2	AT5G19040.1
Q94ID2	AT5G19040.2
Q94ID2	AT5G19040.3
Q94ID3	AT1G68460.1
Q94JQ6	AT5G64740.1
Q94JS4	AT1G76090.1
Q94JV5	AT4G08790.1
Q94K70	AT1G12730.1
Q94K70	AT1G12730.2
Q94KI8	AT4G03560.1
Q94KT8	AT5G60920.1
Q94KT8	AT5G60920.2
Q96242	AT5G42650.1
Q96262	AT4G20260.1
Q96262	AT4G20260.3
Q96262	AT4G20260.4
Q96262	AT4G20260.2
Q96262	AT4G20260.5
Q96262	AT4G20260.6
Q96262	AT4G20260.10
Q96262	AT4G20260.4
Q96262	AT4G20260.7
Q96262	AT4G20260.8
Q96262	AT4G20260.9
Q96274	AT1G14930.1
Q96274	AT1G14930.1
Q96287	AT4G00720.1
Q96289	AT1G27730.1
Q96329	AT3G51840.1
Q9AR07	AT1G19640.1
Q9AST3	AT1G14290.1
Q9AST3	AT1G14290.2
Q9ASU1	AT3G51520.1
Q9AT00	AT1G65410.1
Q9C502	AT1G33340.1
Q9C509	AT1G27980.1
Q9C522	AT3G06650.1
Q9C522	AT3G06650.2
Q9C533	AT1G69420.1
Q9C533	AT1G69420.2
Q9C5D3	AT5G63530.1
Q9C5D3	AT5G63530.2
Q9C5D3	AT5G63530.2
Q9C5E5	AT2G20900.1
Q9C5E5	AT2G20900.4
Q9C5E5	AT2G20900.2
Q9C5E5	AT2G20900.3
Q9C5E5	AT2G20900.2
Q9C5E5	AT2G20900.3
Q9C5F6	AT4G38550.1
Q9C5F6	AT4G38550.2
Q9C5F6	AT4G38550.3
Q9C5F6	AT4G38550.4
Q9C5F6	AT4G38550.5
Q9C5G5	AT3G51460.1
Q9C5I1	AT5G52560.1
Q9C5L3	AT3G47420.1
Q9C5L3	AT3G47420.2
Q9C5L3	AT3G47420.3
Q9C5M0	AT5G19760.1
Q9C5M3	AT1G78970.1
Q9C5M3	AT1G78970.2
Q9C5M3	AT1G78970.3
Q9C5N8	AT1G54020.1
Q9C5N8	AT1G54020.2
Q9C5N8	AT1G54020.3
Q9C5N8	AT1G54020.4
Q9C5N8	AT1G54020.5
Q9C5P6	AT4G16350.1
Q9C5P6	AT4G16350.2
Q9C5S2	AT2G17520.1
Q9C5V6	AT3G20780.1
Q9C5X4	AT2G31650.1
Q9C5Y0	AT4G35790.1
Q9C5Y0	AT4G35790.3
Q9C5Y0	AT4G35790.2
Q9C5Y2	AT2G32440.1
Q9C5Y2	AT2G32440.2
Q9C648	AT1G58430.1
Q9C671	AT1G26270.1
Q9C680	AT1G51040.1
Q9C6B9	AT1G73600.1
Q9C6B9	AT1G73600.2
Q9C6B9	AT1G73600.1
Q9C6I4	AT1G50960.1
Q9C6L1	AT1G25410.1
Q9C6L5	AT1G25450.1
Q9C6W6	AT1G31950.1
Q9C6W6	AT1G31950.1
Q9C6W6	AT1G31950.2
Q9C6W6	AT1G31950.3
Q9C6W6	AT1G31950
Q9C6Y4	AT1G44120.1
Q9C6Y4	AT1G44120.2
Q9C6Y4	AT1G44120.3
Q9C6Z1	AT1G30100.1
Q9C6Z3	AT1G30120.1
Q9C748	AT1G48800.1
Q9C749	AT1G48820.1
Q9C773	AT3G11280.1
Q9C773	AT3G11280.2
Q9C773	AT3G11280.1
Q9C773	AT3G11280.2
Q9C788	AT1G69500.1
Q9C7F7	AT1G27950.1
Q9C7H4	AT1G72110.1
Q9C7H4	AT1G72110.2
Q9C7N4	AT1G29670.1
Q9C7N4	AT1G29670.2
Q9C7N5	AT1G29660.1
Q9C7W4	AT1G64400.1
Q9C7Z1	AT1G47990.1
Q9C857	AT1G31550.1
Q9C857	AT1G31550.2
Q9C888	AT1G55180.1
Q9C888	AT1G55180.2
Q9C8D4	AT1G66120.1
Q9C8E3	AT1G66020.1
Q9C8E3	AT1G66020.2
Q9C8G6	AT1G30370.1
Q9C8G6	AT1G30370.1
Q9C8H3	AT1G51570.1
Q9C8H3	AT1G51570.1
Q9C8J6	AT1G51440.1
Q9C8K2	AT1G51500.1
Q9C8L2	AT1G53520.1
Q9C8S6	AT1G63220.1
Q9C8S6	AT1G63220.2
Q9C8X2	AT1G71890.1
Q9C8Y2	AT1G66360.1
Q9C8Y3	AT1G66350.1
Q9C8Z9	AT3G06590.1
Q9C8Z9	AT3G06590.2
Q9C8Z9	AT3G06590.3
Q9C8Z9	AT3G06590.4
Q9C907	AT1G74210.1
Q9C914	AT1G74290.1
Q9C920	AT1G53000.1
Q9C920	AT1G53000.2
Q9C942	AT1G52760.1
Q9C955	AT1G60980.1
Q9C958	AT1G60940.1
Q9C958	AT1G60940.2
Q9C971	AT1G80330.1
Q9C992	AT1G71160.1
Q9C996	AT1G71120.1
Q9C9B1	AT1G73890.1
Q9C9C8	AT1G74080.1
Q9C9C9	AT1G74090.1
Q9C9D0	AT1G74100.1
Q9C9G2	AT1G68270.1
Q9C9G7	AT1G68320.1
Q9C9K1	AT1G76570.1
Q9C9P4	AT1G74960.1
Q9C9P4	AT1G74960.2
Q9C9P4	AT1G74960.3
Q9C9T4	AT1G73780.1
Q9C9T4	AT1G73780.1
Q9C9T8	AT1G73740.1
Q9C9U3	AT1G73680.1
Q9C9U3	AT1G73680.2
Q9C9U3	AT1G73680.2
Q9C9U3	AT1G73680.3
Q9C9U3	AT1G73680.4
Q9C9V0	AT1G73610.1
Q9C9W5	AT1G68010.1
Q9C9W5	AT1G68010.2
Q9C9W5	AT1G68010.2
Q9C9W5	AT1G68010.3
Q9C9X3	AT1G68090.1
Q9C9X3	AT1G68090.2
Q9C9X5	AT1G68110.1
Q9CA51	AT1G74660.1
Q9CA51	AT1G74660.2
Q9CA64	AT1G74500.1
Q9CA67	AT1G74470.1
Q9CA68	AT1G74460.1
Q9CA83	AT1G79750.1
Q9CA86	AT1G79810.1
Q9CA86	AT1G79810.2
Q9CAA4	AT1G69010.1
Q9CAB8	AT1G70680.1
Q9CAB8	AT1G70680.2
Q9CAD5	AT1G63700.1
Q9CAD5	AT1G63700.2
Q9CAD6	AT1G63710.1
Q9CAG3	AT1G67560.1
Q9CAH5	AT1G72590.1
Q9CAK8	AT1G63970.1
Q9CAK8	AT1G63970.2
Q9CAK8	AT1G63970.2
Q9CAN8	AT1G63050.1
Q9CAP8	AT1G77590.1
Q9CAP8	AT1G77590.2
Q9CAU9	AT3G04830.1
Q9CAU9	AT3G04830.2
Q9CAU9	AT3G04830.1
Q9CAY3	AT3G11430.1
Q9CB01	AT3G54840.1
Q9CB01	AT3G54840.2
Q9CB01	AT3G54840.3
Q9FDW1	AT5G67300.1
Q9FDX9	AT3G63420.1
Q9FDX9	AT3G63420.2
Q9FDX9	AT3G63420.3
Q9FEB4	AT5G65870.1
Q9FF17	AT5G38460.1
Q9FF17	AT5G38460.2
Q9FF39	AT5G38170.1
Q9FF40	AT5G38160.1
Q9FF40	AT5G38160.1
Q9FF81	AT5G04920.1
Q9FF96	AT5G23840.1
Q9FF96	AT5G23840.2
Q9FF96	AT5G23840.1
Q9FF97	AT5G23830.1
Q9FF97	AT5G23830.2
Q9FFC6	AT5G22810.1
Q9FFC6	AT5G22810
Q9FFC6	AT5G22810.1
Q9FFE6	AT5G16370.1
Q9FFE8	AT5G16350.1
Q9FFE8	AT5G16350.2
Q9FFE8	AT5G16350.3
Q9FFE9	AT5G16340.1
Q9FFI0	AT5G17320.1
Q9FFN0	AT5G03810.1
Q9FFN7	AT5G63770.1
Q9FFN7	AT5G63770.2
Q9FFN7	AT5G63770.2
Q9FFY3	AT5G13900.1
Q9FG05	AT5G06650.1
Q9FG68	AT5G23000.1
Q9FG87	AT5G43760.1
Q9FGC7	AT5G67030.1
Q9FGC7	AT5G67030.2
Q9FGJ4	AT5G47630.1
Q9FGJ4	AT5G47630.2
Q9FGJ4	AT5G47630.3
Q9FGN1	AT5G51420.1
Q9FGT8	AT5G58070.1
Q9FGT9	AT5G58050.1
Q9FGX1	AT5G49460.2
Q9FGX1	AT5G49460.1
Q9FH27	AT5G49070.1
Q9FH27	AT5G49070.2
Q9FH32	AT5G54730.1
Q9FH32	AT5G54730.2
Q9FH76	AT5G45340.1
Q9FH76	AT5G45340.2
Q9FHD7	AT5G41260.1
Q9FHE4	AT5G45100.1
Q9FHE4	AT5G45100.2
Q9FHE4	AT5G45100.2
Q9FHK8	AT5G05150.1
Q9FHP6	AT5G37740.1
Q9FHP6	AT5G37740.2
Q9FHQ1	AT5G37690.1
Q9FHQ1	AT5G37690.2
Q9FHW9	AT5G42170.1
Q9FI27	AT5G48110.1
Q9FI27	AT5G48110
Q9FI27	AT5G48110.1
Q9FI32	AT5G48060.1
Q9FI37	AT5G48010.1
Q9FI37	AT5G48010.2
Q9FIA1	AT5G55050.1
Q9FIK7	AT5G47720.1
Q9FIK7	AT5G47720.5
Q9FIK7	AT5G47720.2
Q9FIK7	AT5G47720.3
Q9FIK7	AT5G47720.4
Q9FIK7	AT5G47720.4
Q9FIL1	AT5G59010.1
Q9FIL1	AT5G59010.2
Q9FIT2	AT5G62065.1
Q9FIT4	AT5G62040.1
Q9FIW9	AT5G39760.1
Q9FIY1	AT5G43590.1
Q9FIY1	AT5G43590.2
Q9FJ25	AT5G41890.1
Q9FJ32	AT5G41820.1
Q9FJ32	AT5G41820.2
Q9FJ40	AT5G45960.1
Q9FJ41	AT5G45950.1
Q9FJ45	AT5G45910.1
Q9FJ62	AT5G55480.1
Q9FJ65	AT5G55450.1
Q9FJ65	AT5G55450.1
Q9FJ69	AT5G55410.1
Q9FJ69	AT5G55410.2
Q9FJ69	AT5G55410.1
Q9FJ72	AT5G55380.1
Q9FJ73	AT5G55370.1
Q9FJ74	AT5G55360.1
Q9FJ75	AT5G55350.1
Q9FJ76	AT5G55340.1
Q9FJ77	AT5G55330.1
Q9FJ78	AT5G55320.1
Q9FJA2	AT5G35550.1
Q9FJA2	AT5G35550.2
Q9FJG3	AT5G17980.1
Q9FJH9	AT5G60760.1
Q9FJH9	AT5G60760.2
Q9FJI5	AT5G40760.1
Q9FJI5	AT5G40760.2
Q9FJS1	AT5G46890.1
Q9FJS2	AT5G46880.1
Q9FJS2	AT5G46880.1
Q9FJS2	AT5G46880.2
Q9FJS2	AT5G46880.3
Q9FJV8	AT5G42600.1
Q9FJW5	AT5G67580.1
Q9FJW5	AT5G67580.2
Q9FJX5	AT5G67480.1
Q9FJX5	AT5G67480.2
Q9FJX5	AT5G67480.3
Q9FK04	AT5G53380.1
Q9FK04	AT5G53380.1
Q9FK75	AT5G45670.1
Q9FK89	AT5G22490.1
Q9FK89	AT5G22490.2
Q9FKQ2	AT5G65370.1
Q9FKT1	AT5G56170.1
Q9FKT7	AT5G56100.1
Q9FKT7	AT5G56100.1
Q9FLE9	AT5G39860.1
Q9FLG8	AT5G64500.1
Q9FLN0	AT5G40990.1
Q9FLN9	AT5G55240.1
Q9FLQ4	AT5G55070.1
Q9FLQ4	AT5G55070.2
Q9FLR1	AT5G07690.1
Q9FLS1	AT5G07600.1
Q9FLT0	AT5G61780.1
Q9FLT2	AT5G61760.1
Q9FLT2	AT5G61760.2
Q9FLT5	AT5G61730.1
Q9FLT5	AT5G61730
Q9FLT5	AT5G61730.1
Q9FLT5	AT5G61730.2
Q9FLW9	AT5G52920.1
Q9FLX8	AT5G52830.1
Q9FLZ5	AT5G39400.1
Q9FM04	AT5G62930.1
Q9FM04	AT5G62930.2
Q9FM04	AT5G62930.3
Q9FM83	AT5G56480.1
Q9FM83	AT5G56480.1
Q9FMA5	AT5G38970.1
Q9FMA5	AT5G38970.2
Q9FMA5	AT5G38970.3
Q9FMA5	AT5G38970.4
Q9FMB6	AT5G38860.1
Q9FMB6	AT5G38860.2
Q9FMJ0	AT5G64070.1
Q9FMJ0	AT5G64070.2
Q9FMK6	AT5G63170.1
Q9FMN2	AT5G42870.1
Q9FMN2	AT5G42870.2
Q9FMN2	AT5G42870.3
Q9FMQ5	AT5G22460.1
Q9FMQ5	AT5G22460.2
Q9FMQ5	AT5G22460.3
Q9FMQ9	AT5G22420.1
Q9FMQ9	AT5G22420.2
Q9FMQ9	AT5G22420.3
Q9FMQ9	AT5G22420.4
Q9FMQ9	AT5G22420.5
Q9FMQ9	AT5G22420.6
Q9FMQ9	AT5G22420.7
Q9FMS5	AT5G22260.1
Q9FMU6	AT5G14040.1
Q9FMU9	AT5G63530.1
Q9FMU9	AT5G63530.2
Q9FMU9	AT5G63530.2
Q9FMW9	AT5G23320.1
Q9FMW9	AT5G23320.2
Q9FMY1	AT5G23190.1
Q9FMZ0	AT5G42750.1
Q9FN30	AT5G53970.1
Q9FN84	AT5G17670.1
Q9FNA9	AT5G13640.1
Q9FNA9	AT5G13640.2
Q9FNA9	AT5G13640.3
Q9FNF8	AT5G24240.1
Q9FNF8	AT5G24240.2
Q9FNP1	AT5G08470.1
Q9FNP1	AT5G08470.2
Q9FNP1	AT5G08470.3
Q9FNP1	AT5G08470.4
Q9FNP2	AT5G08460.1
Q9FNQ2	AT5G61130.1
Q9FNX8	AT1G72520.1
Q9FPD5	AT1G06120.1
Q9FPE4	AT1G28660.1
Q9FPE4	AT1G28660.2
Q9FR44	AT3G18000.1
Q9FR53	AT1G50030.1
Q9FR53	AT1G50030.2
Q9FR95	AT4G15340.1
Q9FR95	AT4G15340.2
Q9FR97	AT3G11440.1
Q9FR97	AT3G11440.2
Q9FR97	AT3G11440.3
Q9FR97	AT3G11440.4
Q9FRH3	AT1G25240.1
Q9FRH3	AT1G25240.2
Q9FT97	AT5G08380.1
Q9FT97	AT5G08380.2
Q9FUP0	AT2G06050.1
Q9FUP0	AT2G06050.2
Q9FUP0	AT2G06050.3
Q9FUR2	AT4G18010.1
Q9FUR2	AT4G18010.2
Q9FUR2	AT4G18010.2
Q9FVI6	AT4G25530.1
Q9FVJ3	AT4G21160.1
Q9FVJ3	AT4G21160.2
Q9FVJ3	AT4G21160.3
Q9FVJ3	AT4G21160.4
Q9FVR9	AT1G57770.1
Q9FVV1	AT1G71250.1
Q9FVW6	AT1G77420.1
Q9FX01	AT1G47290.1
Q9FX01	AT1G47290.2
Q9FX21	AT1G34130.1
Q9FX31	AT1G73360.1
Q9FX55	AT1G13430.1
Q9FX56	AT1G13420.1
Q9FXB6	AT1G56670.1
Q9FXB6	AT1G56670.2
Q9FXE5	AT1G67830.1
Q9FXJ1	AT1G28570.2
Q9FXJ1	AT1G28570.1
Q9FXJ1	AT1G28570.3
Q9FXJ2	AT1G28580.1
Q9FXJ2	AT1G28580.2
Q9FY49	AT5G13520.1
Q9FY78	AT5G09370.1
Q9FY78	AT5G09370.2
Q9FY78	AT5G09370.1
Q9FY78	AT5G09370.2
Q9FY78	AT5G09370.3
Q9FY99	AT5G13110.1
Q9FYC7	AT3G44830.1
Q9FYD3	AT3G43570.1
Q9FYK5	AT1G24590.1
Q9FZ21	AT1G02400.2
Q9FZ21	AT1G02400.1
Q9FZ22	AT1G02390.1
Q9FZ49	AT1G16900.1
Q9FZ62	AT1G17710.1
Q9FZ62	AT1G17710.2
Q9FZ86	AT1G18650.1
Q9FZ86	AT1G18650.2
Q9FZH5	AT1G67070.1
Q9FZH5	AT1G67070.2
Q9FZH5	AT1G67070.3
Q9FZI2	AT1G66960.1
Q9FZI2	AT1G66960.2
Q9FZI2	AT1G66960.3
Q9FZI2	AT1G66960.4
Q9FZI8	AT1G27480.1
Q9LD43	AT2G38040.1
Q9LD43	AT2G38040.2
Q9LD45	AT5G47120.1
Q9LDB4	AT3G08770.1
Q9LDB4	AT3G08770.2
Q9LDC0	AT3G21640.1
Q9LDD1	AT3G12920.1
Q9LDD8	AT4G34030.1
Q9LDF2	AT3G25540.1
Q9LDF2	AT3G25540.2
Q9LDF2	AT3G25540.3
Q9LDF5	AT3G15290.1
Q9LDF5	AT3G15290.1
Q9LDF5	AT3G15290.2
Q9LDR4	AT3G52940.1
Q9LDR4	AT3G52940.2
Q9LDU6	AT1G50430.1
Q9LDU6	AT1G50430.2
Q9LDW5	AT3G55730.1
Q9LDW5	AT3G55730.1
Q9LDY2	AT3G13450.1
Q9LEZ3	AT5G08130.1
Q9LEZ3	AT5G08130.2
Q9LEZ3	AT5G08130.3
Q9LEZ3	AT5G08130.4
Q9LEZ3	AT5G08130.5
Q9LEZ3	AT5G08130.6
Q9LEZ3	AT5G08130.7
Q9LEZ3	AT5G08130.8
Q9LF04	AT5G16240.1
Q9LF05	AT5G16230.1
Q9LF05	AT5G16230.2
Q9LF46	AT5G17380.1
Q9LF53	AT5G17490.1
Q9LFL9	AT5G11380.1
Q9LFL9	AT5G11380.2
Q9LFL9	AT5G11380.3
Q9LFL9	AT5G11380.4
Q9LFP2	AT5G11140.1
Q9LFQ7	AT5G14980.1
Q9LFR3	AT5G14920.1
Q9LFR3	AT5G14920.2
Q9LFS3	AT5G16010.1
Q9LFU9	AT5G15770.1
Q9LH31	AT3G32030.1
Q9LH73	AT3G14820.1
Q9LH73	AT3G14820.1
Q9LHN4	AT3G18850.1
Q9LHN4	AT3G18850.2
Q9LHN4	AT3G18850.3
Q9LHN4	AT3G18850.4
Q9LHN4	AT3G18850.5
Q9LHN4	AT3G18850.6
Q9LHR4	AT3G32040.1
Q9LHS0	AT5G35200.1
Q9LHS0	AT5G35200.2
Q9LHS6	AT5G06100.1
Q9LHS6	AT5G06100.2
Q9LHS6	AT5G06100.3
Q9LHS6	AT5G06100.1
Q9LHS6	AT5G06100.4
Q9LHS6	AT5G06100.5
Q9LHS7	AT5G06090.1
Q9LIA0	AT3G29430.1
Q9LIA1	AT3G29410.1
Q9LIA1	AT3G29410.2
Q9LIE4	AT3G22180.1
Q9LIH7	AT3G18620.1
Q9LII9	AT3G27950.1
Q9LII9	AT3G27950
Q9LII9	AT3G27950.1
Q9LIK0	AT3G22960.1
Q9LIM9	AT3G26460.1
Q9LIM9	AT3G26460.1
Q9LIN2	AT3G26430.1
Q9LIS1	AT3G23840.1
Q9LJ85	AT3G22620.1
Q9LJ85	AT3G22620.1
Q9LJ88	AT3G22580.1
Q9LJ88	AT3G22580.1
Q9LJB5	AT3G29580.1
Q9LJF3	AT3G13380.1
Q9LJG3	AT3G14210.1
Q9LJG3	AT3G14210.2
Q9LJK3	AT3G19260.1
Q9LJL4	AT3G19160.1
Q9LJP1	AT3G14225.1
Q9LJP1	AT3G14225.2
Q9LJP2	AT3G14220.1
Q9LJR2	AT3G15356.1
Q9LJX1	AT3G28857.1
Q9LJY2	AT3G20160.1
Q9LJY2	AT3G20160.2
Q9LK23	AT3G27300.1
Q9LK23	AT3G27300.2
Q9LK23	AT3G27300.3
Q9LK23	AT3G27300.4
Q9LK23	AT3G27300.5
Q9LK35	AT5G54380.1
Q9LK39	AT3G23790.1
Q9LK90	AT3G27870.1
Q9LK90	AT3G27870.1
Q9LK90	AT3G27870.2
Q9LK90	AT3G27870.3
Q9LK95	AT3G27810.1
Q9LK95	AT3G27810.2
